Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,ADSL_log
salta,la viña,talapampa,66098050,0,0,0,0,0,0,0,2,2,0.0
salta,la viña,cabra corral,66098020,0,0,0,0,0,0,0,2,2,0.0
salta,los andes,olacapato,66105010,0,0,0,31,0,4,0,41,76,0.0
salta,los andes,san antonio de los cobres,66105020,0,0,0,2,0,9,0,295,306,0.0
salta,los andes,tolar grande,66105040,0,0,0,20,0,5,0,6,31,0.0
salta,los andes,santa rosa de los pastos grandes,66105030,0,0,0,28,0,3,0,21,52,0.0
salta,metán,el galpón,66112010,196,0,0,176,0,1,0,0,373,5.2832037287379885
salta,metán,el tunal,66112020,0,0,0,80,0,1,0,0,81,0.0
salta,metán,metán viejo,66112050,0,0,0,42,0,1,0,0,43,0.0
salta,metán,río piedras,66112070,16,0,0,15,0,1,0,0,32,2.833213344056216
salta,metán,san josé de metán,66112040,857,2,0,2389,0,2,0,0,3250,6.754604099487962
salta,metán,lumbreras,66112030,0,0,0,46,0,0,0,0,46,0.0
salta,metán,san josé de orquera,66112080,0,0,0,15,0,0,0,0,15,0.0
salta,molinos,molinos,66119020,1,0,0,3,0,0,0,46,50,0.6931471805599453
salta,molinos,seclantás,66119030,0,0,0,2,0,2,0,21,25,0.0
salta,orán,aguas blancas,66126010,0,0,0,0,0,1,0,106,107,0.0
salta,orán,colonia santa rosa,66126020,0,293,0,0,100,3,0,85,481,0.0
salta,orán,hipólito yrigoyen,66126040,479,423,0,250,40,1,0,85,1278,6.173786103901937
salta,orán,pichanal,66126060,393,97,0,1,103,1,0,1,596,5.976350909297934
salta,orán,san ramón de la nueva orán,66126070,2866,2,0,4029,580,2,0,0,7479,7.96102146588337
salta,orán,urundel,66126080,0,0,0,1,0,2,0,86,89,0.0
salta,orán,el tabacal,66126030,0,0,0,149,0,0,0,0,149,0.0
salta,otros,otros,Sin Datos,0,0,0,0,16,0,0,0,16,0.0
salta,rivadavia,alto de la sierra,66133010,0,0,0,1,3,0,0,5,9,0.0
salta,rivadavia,capitán juan pagé,66133020,0,0,0,0,0,0,0,5,5,0.0
salta,rivadavia,coronel juan solá,66133030,27,0,0,1,0,2,0,307,337,3.332204510175204
salta,rivadavia,los blancos,66133050,0,0,0,0,0,0,0,54,54,0.0
salta,rivadavia,pluma de pato,66133060,0,0,0,0,0,0,0,15,15,0.0
salta,rivadavia,rivadavia,66133070,0,0,0,1,0,1,0,0,2,0.0
salta,rivadavia,santa maría,66133080,0,0,0,0,5,0,0,0,5,0.0
salta,rivadavia,santa victoria este,66133100,17,0,0,1,10,1,0,95,124,2.8903717578961645
salta,rosario de la frontera,antilla,66140010,0,0,0,1,0,1,0,0,2,0.0
salta,rosario de la frontera,el potrero,66140040,0,0,0,1,0,1,0,0,2,0.0
salta,rosario de la frontera,rosario de la frontera,66140050,1065,375,0,3,0,1,0,175,1619,6.97166860472579
salta,rosario de la frontera,copo quile,66140020,0,0,0,35,0,0,0,0,35,0.0
salta,rosario de la frontera,el naranjo,66140030,0,0,0,39,0,1,0,0,40,0.0
salta,rosario de lerma,campo quijano,66147010,147,0,0,360,0,3,0,153,663,4.997212273764115
salta,rosario de lerma,la silleta,66147020,87,0,0,220,0,1,0,78,386,4.477336814478207
salta,rosario de lerma,rosario de lerma,66147030,794,317,0,2602,10,1,0,23,3747,6.678342114654332
salta,rosario de lerma,la merced del encón,66147015,0,0,0,175,0,0,0,82,257,0.0
salta,san carlos,angastaco,66154010,0,0,0,2,0,0,0,39,41,0.0
salta,san carlos,animaná,66154020,0,0,0,0,0,1,0,51,52,0.0
salta,san carlos,el barrial,66154030,0,0,0,0,400,0,0,0,400,0.0
salta,san carlos,san carlos,66154040,0,0,0,1,0,2,0,94,97,0.0
salta,santa victoria,campo la cruz,66161020,0,0,0,0,50,0,0,0,50,0.0
salta,santa victoria,los toldos,66161030,0,0,0,2,0,0,0,41,43,0.0
salta,santa victoria,nazareno,66161040,0,0,0,61,135,0,0,0,196,0.0
salta,santa victoria,poscaya,66161050,0,0,0,0,30,0,0,0,30,0.0
salta,santa victoria,san marcos,66161060,0,0,0,0,30,0,0,0,30,0.0
salta,santa victoria,santa victoria,66161070,0,0,0,74,0,5,0,200,279,0.0
salta,santa victoria,acoyte,66161010,0,0,0,0,0,0,0,10,10,0.0
san juan,25 de mayo,villa santa rosa,70126050,0,0,0,2,0,0,0,58,60,0.0
san juan,25 de mayo,tupelí,70126020,0,0,0,0,0,0,0,60,60,0.0
san juan,25 de mayo,villa borjas,70126030,0,0,0,0,0,0,0,80,80,0.0
san juan,25 de mayo,villa borjas,70126010,0,0,0,0,0,0,0,9,9,0.0
san juan,9 de julio,9 de julio,70063040,0,0,0,125,0,1,0,125,251,0.0
san juan,9 de julio,colonia fiorito,70063020,0,0,0,0,0,0,0,5,5,0.0
san juan,9 de julio,las chacritas,70063030,0,0,0,0,0,0,0,99,99,0.0
san juan,9 de julio,otros,Sin Datos,0,0,0,0,0,1,0,0,1,0.0
san juan,9 de julio,alto de sierra,70063010,0,0,0,0,1,0,0,0,1,0.0
san juan,albardón,el rincón,70007010,330,0,3,0,0,0,0,2,335,5.802118375377063
san juan,albardón,otros,Sin Datos,0,0,0,0,300,0,0,0,300,0.0
san juan,albardón,villa general san martín,70007020,0,0,0,24,0,0,0,160,184,0.0
san juan,albardón,villa general san martin,70007010,0,0,0,0,0,0,0,53,53,0.0
san juan,angaco,otros,Sin Datos,0,0,0,0,72,0,0,0,72,0.0
san juan,angaco,villa el salvador,70014020,0,0,0,0,0,0,0,93,93,0.0
san juan,angaco,villa el salvador,70014010,0,0,0,0,0,0,0,22,22,0.0
san juan,calingasta,barreal,70021010,0,0,1,0,0,0,0,1015,1016,0.0
san juan,calingasta,calingasta,70021020,0,0,0,350,0,0,0,441,791,0.0
san juan,calingasta,tamberías,70021030,0,0,1,0,0,0,0,227,228,0.0
san juan,capital,san juan,70028010,4776,18543,205,23612,2683,6,0,7050,56875,8.471568013389962
san juan,caucete,bermejo,70035010,0,0,0,0,0,1,0,0,1,0.0
san juan,caucete,caucete,70035020,871,0,0,5,2500,0,0,546,3922,6.77078942390898
san juan,caucete,vallecito,70035070,0,0,0,0,250,0,0,0,250,0.0
san juan,caucete,villa independencia,70035080,0,0,0,0,0,0,0,12,12,0.0
san juan,chimbas,chimbas,70042010,1133,0,6,5850,0,0,0,2844,9833,7.033506484287697
san juan,chimbas,villa paula albarracin,70042010,0,0,0,0,0,0,0,83,83,0.0
san juan,iglesia,angualasto,70049010,0,0,0,18,0,1,0,42,61,0.0
san juan,iglesia,bella vista,70049020,0,0,0,11,0,0,0,25,36,0.0
san juan,iglesia,iglesia,70049030,0,0,0,33,0,6,0,78,117,0.0
san juan,iglesia,las flores,70049040,0,0,0,37,0,1,0,87,125,0.0
san juan,iglesia,pismanta,70049050,0,0,0,0,0,1,0,0,1,0.0
san juan,iglesia,rodeo,70049060,0,0,0,189,10,0,0,440,639,0.0
san juan,iglesia,tudcum,70049070,0,0,0,31,0,0,0,72,103,0.0
san juan,jáchal,san isidro,70056070,0,0,0,17,0,0,0,86,103,0.0
san juan,jáchal,san josé de jáchal,70056080,0,0,0,635,0,1,0,1189,1825,0.0
san juan,jáchal,tamberías,70056090,0,0,0,11,0,0,0,69,80,0.0
san juan,jáchal,villa mercedes,70056110,0,0,0,19,0,3,0,137,159,0.0
san juan,jáchal,gran china,70056020,0,0,0,0,0,0,0,32,32,0.0
san juan,jáchal,huaco,70056030,0,0,0,0,0,0,0,96,96,0.0
san juan,jáchal,pampa vieja,70056060,0,0,0,2,0,0,0,61,63,0.0
san juan,jáchal,niquivil,70056050,0,0,0,11,0,0,0,25,36,0.0
san juan,otros,otros,Sin Datos,0,0,0,0,454,0,0,0,454,0.0
san juan,pocito,villa aberastain,70070040,451,0,1,193,0,1,0,536,1182,6.113682179832232
san juan,pocito,villa barbosa,70070050,0,0,0,0,0,0,0,42,42,0.0
san juan,pocito,quinto cuartel,70070030,0,0,0,0,0,0,0,97,97,0.0
san juan,pocito,villa aberastain,70070010,0,0,0,0,0,0,0,26,26,0.0
san juan,rawson,rawson,70077010,1755,0,12,11462,0,1,0,1269,14499,7.470793774195062
san juan,rawson,villa krause,70077020,0,0,0,0,0,0,0,271,271,0.0
san juan,rawson,el medanito,70077010,0,0,0,0,0,0,0,32,32,0.0
san juan,rawson,villa bolaños,70077020,0,0,0,0,0,0,0,185,185,0.0
san juan,rivadavia,rivadavia,70084010,1511,0,9,856,3,1,0,1714,4094,7.321188556739478
san juan,san martín,san isidro (est. los angacos),70091030,1,0,0,0,0,0,0,0,1,0.6931471805599453
san juan,san martín,villa san martín,70091070,0,0,0,14,210,1,0,72,297,0.0
san juan,san martín,villa don bosco (est. angaco sud),70091060,0,0,0,3,0,0,0,71,74,0.0
san juan,san martín,dos acequias (est. los angacos),70091020,0,0,0,0,0,0,0,23,23,0.0
san juan,santa lucía,santa lucía,70098010,1841,0,8,1345,4,0,0,2347,5545,7.518607216815252
san juan,santa lucía,alto de sierra,70098010,0,0,0,0,0,0,0,88,88,0.0
san juan,sarmiento,cañada honda,70105010,0,0,0,1,0,2,0,0,3,0.0
san juan,sarmiento,cienaguita,70105020,0,0,0,1,0,0,0,0,1,0.0
san juan,sarmiento,las lagunas,70105060,0,0,0,0,0,1,0,0,1,0.0
san juan,sarmiento,los berros,70105070,0,0,0,2,0,0,0,53,55,0.0
san juan,sarmiento,villa media agua,70105100,0,0,0,44,0,0,0,258,302,0.0
san juan,ullum,villa ibáñez,70112010,0,0,1,0,0,0,0,411,412,0.0
san juan,valle fértil,astica,70119010,0,0,0,0,0,0,0,30,30,0.0
san juan,valle fértil,otros,Sin Datos,0,0,0,0,190,0,0,0,190,0.0
san juan,valle fértil,villa san agustín,70119060,0,0,0,1,0,3,0,260,264,0.0
san juan,zonda,villa basilio nievas,70133010,0,0,0,0,0,0,0,386,386,0.0
san luis,ayacucho,candelaria,74007010,0,0,0,372,0,0,0,885,1257,0.0
san luis,ayacucho,la majada,74007010,0,0,0,0,0,0,0,212,212,0.0
san luis,ayacucho,leandro n. alem,74007030,0,0,0,0,0,0,0,11,11,0.0
san luis,ayacucho,luján,74007040,0,0,0,0,0,0,0,1194,1194,0.0
san luis,ayacucho,otros,Sin Datos,0,0,0,0,0,3,0,0,3,0.0
san luis,ayacucho,quines,74007050,0,0,0,0,0,1,0,1371,1372,0.0
san luis,ayacucho,río juan gómez,74007010,0,0,0,0,0,0,0,59,59,0.0
san luis,ayacucho,san francisco del monte de oro,74007070,0,0,0,0,0,0,0,1715,1715,0.0
san luis,ayacucho,pampa grande,74007010,0,0,0,2,0,0,0,0,2,0.0
san luis,ayacucho,lomas blancas,74007010,0,0,0,0,0,0,0,34,34,0.0
san luis,belgrano,la calera,74014010,0,0,0,69,0,0,0,318,387,0.0
san luis,belgrano,los molles,74014010,0,0,0,0,0,0,0,228,228,0.0
san luis,belgrano,nogolí,74014020,0,0,0,149,0,0,0,613,762,0.0
san luis,belgrano,san pedro,74014040,0,0,0,0,0,0,0,19,19,0.0
san luis,belgrano,villa de la quebrada,74014030,0,0,0,157,0,0,0,659,816,0.0
san luis,belgrano,villa general roca,74014040,0,0,0,23,0,0,0,119,142,0.0
san luis,chacabuco,concarán,74028010,0,0,0,0,0,2,0,1887,1889,0.0
san luis,chacabuco,cortaderas,74028020,0,0,0,198,0,0,0,1062,1260,0.0
san luis,chacabuco,naschel,74028030,0,0,0,0,0,0,0,1135,1135,0.0
san luis,chacabuco,papagayos,74028040,0,0,0,0,0,0,0,53,53,0.0
san luis,chacabuco,renca,74028050,0,0,0,0,0,0,0,149,149,0.0
san luis,chacabuco,san pablo,74028060,0,0,0,0,0,0,0,89,89,0.0
san luis,chacabuco,tilisarao,74028070,0,0,0,0,0,0,0,1662,1662,0.0
san luis,chacabuco,villa del carmen,74028080,0,0,0,108,0,0,0,394,502,0.0
san luis,chacabuco,villa larca,74028090,0,0,0,110,0,0,0,580,690,0.0
san luis,chacabuco,el algarrobal,74028020,0,0,0,3,0,0,0,0,3,0.0
san luis,coronel pringles,carolina,74021010,0,0,0,0,0,0,0,429,429,0.0
san luis,coronel pringles,el trapiche,74021020,0,0,0,343,0,0,0,1787,2130,0.0
san luis,coronel pringles,fraga,74021030,0,0,0,160,0,0,0,498,658,0.0
san luis,coronel pringles,la bajada,74021040,0,0,0,0,0,0,0,109,109,0.0
san luis,coronel pringles,la florida,74021050,0,0,0,16,0,0,0,363,379,0.0
san luis,coronel pringles,la toma,74021060,100,0,0,751,0,0,0,2291,3142,4.61512051684126
san luis,coronel pringles,otros,Sin Datos,0,0,0,0,0,27,0,0,27,0.0
san luis,coronel pringles,río grande,74021080,0,0,0,0,0,0,0,227,227,0.0
san luis,coronel pringles,saladillo,74021090,0,0,0,33,0,0,0,105,138,0.0
san luis,coronel pringles,el durazno,74021060,0,0,0,0,0,0,0,65,65,0.0
san luis,general pedernera,juan jorba,74035010,0,0,0,13,0,0,0,122,135,0.0
san luis,general pedernera,juan llerena,74035020,0,0,0,0,0,0,0,117,117,0.0
san luis,general pedernera,justo daract,74035030,80,0,4,487,0,0,0,1906,2477,4.394449154672439
san luis,general pedernera,la punilla,74035040,0,0,0,33,0,0,0,129,162,0.0
san luis,general pedernera,lavaisse,74035050,0,0,0,0,0,0,0,53,53,0.0
san luis,general pedernera,san josé del morro,74035060,0,0,0,0,0,0,0,233,233,0.0
san luis,general pedernera,villa mercedes,74035070,934,22533,76,10607,0,0,0,11510,45660,6.840546529288687
san luis,general pedernera,villa salles,74035090,0,0,0,0,0,0,0,22,22,0.0
san luis,general pedernera,la angelina,74035040,0,0,0,0,0,0,0,17,17,0.0
san luis,gobernador dupuy,anchorena,74042010,0,0,1,0,0,0,0,237,238,0.0
san luis,gobernador dupuy,arizona,74042020,0,0,2,0,0,0,0,324,326,0.0
san luis,gobernador dupuy,bagual,74042030,0,0,0,0,0,0,0,192,192,0.0
san luis,gobernador dupuy,batavia,74042040,0,0,0,0,0,4,0,170,174,0.0
san luis,gobernador dupuy,buena esperanza,74042050,0,0,1,0,0,1,0,1205,1207,0.0
san luis,gobernador dupuy,fortín el patria,74042060,0,0,0,0,0,0,0,162,162,0.0
san luis,gobernador dupuy,fortuna,74042070,0,0,0,101,0,0,0,233,334,0.0
san luis,gobernador dupuy,la maroma,74042080,0,0,0,0,0,1,0,0,1,0.0
san luis,gobernador dupuy,martín de loyola,74042100,0,0,0,0,0,3,0,38,41,0.0
san luis,gobernador dupuy,nahuel mapá,74042110,0,0,0,0,0,0,0,30,30,0.0
san luis,gobernador dupuy,navia,74042120,0,0,0,0,0,3,0,123,126,0.0
san luis,gobernador dupuy,nueva galia,74042130,0,0,0,159,0,0,0,517,676,0.0
san luis,gobernador dupuy,unión,74042140,0,0,0,0,0,0,0,845,845,0.0
san luis,junín,carpinteria,74049010,149,10,0,261,0,0,0,939,1359,5.0106352940962555
san luis,junín,cerro de oro,74049020,13,14,0,112,0,0,0,267,406,2.6390573296152584
san luis,junín,lafinur,74049030,0,0,0,0,0,0,0,96,96,0.0
san luis,junín,los cajones,74049040,0,0,0,0,0,0,0,194,194,0.0
san luis,junín,los molles,74049050,0,0,0,145,0,0,0,575,720,0.0
san luis,junín,merlo,74049060,722,62,0,3931,0,0,0,5092,9807,6.583409222158765
san luis,junín,santa rosa del conlara,74049070,142,0,0,841,0,0,0,1981,2964,4.962844630259907
san luis,junín,talita,74049080,0,0,0,0,0,2,0,102,104,0.0
san luis,la capital,alto pelado,74056010,0,0,0,0,0,0,0,192,192,0.0
san luis,la capital,alto pencoso,74056020,0,0,0,1,0,0,0,97,98,0.0
san luis,la capital,balde,74056030,0,0,0,131,0,5,0,213,349,0.0
san luis,la capital,beazley,74056040,0,0,0,0,0,0,0,226,226,0.0
san luis,la capital,cazador,74056050,0,0,0,0,0,0,0,33,33,0.0
san luis,la capital,chosmes,74056060,0,0,0,0,0,0,0,15,15,0.0
san luis,la capital,desaguadero,74056070,0,0,0,1,0,0,0,70,71,0.0
san luis,la capital,el volcán,74056080,0,28,0,320,0,0,0,1234,1582,0.0
san luis,la capital,jarilla,74056090,0,0,0,0,0,0,0,33,33,0.0
san luis,la capital,juana koslay,74056100,128,0,2,471,0,0,0,3493,4094,4.859812404361672
san luis,la capital,potrero de los funes,74056120,0,0,0,0,0,0,0,4171,4171,0.0
san luis,la capital,salinas del bebedero,74056130,0,0,0,0,0,0,0,26,26,0.0
san luis,la capital,san jerónimo,74056140,0,0,0,112,0,0,0,166,278,0.0
san luis,la capital,san luis,74056150,1769,17307,78,10533,0,4,0,19906,49597,7.478734825567875
san luis,la capital,zanjitas,74056160,0,0,0,0,0,0,0,119,119,0.0
san luis,la capital,la punta,74056105,0,1306,0,630,0,0,0,0,1936,0.0
san luis,la capital,las barrancas,74056070,0,0,0,0,0,0,0,24,24,0.0
san luis,la capital,varela,74056140,0,0,0,0,0,0,0,13,13,0.0
san luis,libertador grl. san martín,la ramada,74063020,0,0,0,0,0,0,0,19,19,0.0
san luis,libertador grl. san martín,la vertiente,74063010,0,0,0,0,0,2,0,68,70,0.0
san luis,libertador grl. san martín,las aguadas,74063020,0,0,0,0,0,0,0,63,63,0.0
san luis,libertador grl. san martín,las chacras,74063030,0,0,0,0,0,5,0,72,77,0.0
san luis,libertador grl. san martín,las lagunas,74063040,0,0,0,0,0,0,0,45,45,0.0
san luis,libertador grl. san martín,paso grande,74063050,0,0,0,42,0,0,0,250,292,0.0
san luis,libertador grl. san martín,potrerillo,74063060,0,0,0,0,0,0,0,69,69,0.0
san luis,libertador grl. san martín,san martín,74063070,1,0,1,92,0,0,0,349,443,0.6931471805599453
san luis,libertador grl. san martín,villa de praga,74063080,0,0,0,22,0,1,0,235,258,0.0
san luis,libertador grl. san martín,el puesto,74063050,0,0,0,0,0,0,0,0,0,0.0
san luis,otros,otros,Sin Datos,0,0,0,0,70,0,0,0,70,0.0
santa cruz,corpen aike,comandante luis piedrabuena,78007010,530,440,2,1508,1,1,0,372,2854,6.274762021241939
santa cruz,corpen aike,puerto santa cruz,78007020,565,0,4,1310,1,2,0,140,2022,6.338594078203183
santa cruz,deseado,caleta olivia,78014010,0,0,0,5405,1,6,0,460,5872,0.0
santa cruz,deseado,cañadón seco,78014020,0,0,0,2,0,2,0,118,122,0.0
santa cruz,deseado,jaramillo,78014040,0,0,0,0,0,1,0,0,1,0.0
santa cruz,deseado,las heras,78014060,0,0,0,5096,1,1,0,1168,6266,0.0
santa cruz,deseado,pico truncado,78014070,0,0,0,2168,1,1,0,1276,3446,0.0
santa cruz,deseado,puerto deseado,78014080,1437,0,8,0,1,7,0,0,1453,7.271008538280992
santa cruz,güer aike,28 de noviembre,78021060,0,0,0,10,6,1,0,195,212,0.0
santa cruz,güer aike,el turbio (est. gobernador mayer),78021010,0,0,0,0,0,2,0,0,2,0.0
santa cruz,güer aike,río gallegos,78021040,2753,10285,164,23387,287,13,0,3544,40433,7.9208096792886
santa cruz,güer aike,yacimientos río turbio,78021070,274,0,0,0,1,1,0,0,276,5.616771097666572
santa cruz,lago argentino,el calafate,78028010,1519,0,0,6234,2,7,0,357,8119,7.326465613840322
santa cruz,lago argentino,el chaltén,78028020,0,0,0,420,0,1,0,2,423,0.0
santa cruz,lago argentino,tres lagos,78028030,0,0,0,121,0,3,0,1,125,0.0
santa cruz,lago buenos aires,los antiguos,78035010,0,0,2,0,1,3,0,30,36,0.0
santa cruz,lago buenos aires,perito moreno,78035020,0,2600,6,652,101,4,0,13,3376,0.0
santa cruz,magallanes,puerto san julián,78042010,690,1110,1,3073,1,7,0,114,4996,6.53813982376767
santa cruz,río chico,bajo caracoles,78049010,0,0,0,0,0,1,0,0,1,0.0
santa cruz,río chico,gobernador gregores,78049020,0,0,0,159,1,4,0,9,173,0.0
santa fe,9 de julio,esteban rams,82077010,0,0,0,0,0,2,0,35,37,0.0
santa fe,9 de julio,gato colorado,82077020,0,0,0,0,0,4,0,0,4,0.0
santa fe,9 de julio,gregoria pérez de denis (est. el nochero),82077030,0,0,0,0,0,3,0,144,147,0.0
santa fe,9 de julio,logroño,82077040,1,0,0,0,0,0,0,47,48,0.6931471805599453
santa fe,9 de julio,montefiore,82077050,0,0,0,0,0,1,0,17,18,0.0
santa fe,9 de julio,pozo borrado,82077060,0,0,0,0,0,0,0,127,127,0.0
santa fe,9 de julio,san bernardo,82077065,0,0,0,0,0,0,0,109,109,0.0
santa fe,9 de julio,santa margarita,82077070,0,0,0,0,0,5,0,96,101,0.0
santa fe,9 de julio,tostado,82077080,1328,6,0,0,0,2,0,1752,3088,7.192182058713246
santa fe,9 de julio,villa minetti,82077090,0,0,0,0,0,5,0,264,269,0.0
santa fe,belgrano,armstrong,82007010,299,0,0,152,0,0,0,403,854,5.703782474656201
santa fe,belgrano,bouquet,82007020,406,0,0,144,0,0,0,1,551,6.008813185442595
santa fe,belgrano,las parejas,82007030,325,0,0,2462,0,0,0,124,2911,5.786897381366708
santa fe,belgrano,las rosas,82007040,1006,2040,0,1110,0,0,0,51,4207,6.914730892718563
santa fe,belgrano,montes de oca,82007050,585,0,0,615,168,1,0,61,1430,6.373319789577012
santa fe,belgrano,tortugas,82007060,136,528,0,0,0,1,0,0,665,4.919980925828125
santa fe,caseros,arequito,82014010,39,2241,0,0,0,0,0,8,2288,3.6888794541139363
santa fe,caseros,arteaga,82014020,44,868,0,0,0,0,0,83,995,3.8066624897703196
santa fe,caseros,beravebú,82014030,0,0,0,0,0,0,0,360,360,0.0
santa fe,caseros,bigand,82014040,408,1255,0,0,0,0,0,19,1682,6.013715156042802
santa fe,caseros,casilda,82014050,2232,2154,0,4807,0,0,0,1915,11108,7.711101251840158
santa fe,caseros,chabás,82014060,1045,0,0,620,0,0,0,32,1697,6.952728644624869
santa fe,caseros,chañar ladeado,82014070,37,522,0,862,0,0,0,0,1421,3.6375861597263857
santa fe,caseros,gödeken,82014080,0,531,0,1,0,0,0,0,532,0.0
santa fe,caseros,los molinos,82014090,18,507,0,0,0,0,0,8,533,2.9444389791664403
santa fe,caseros,los nogales,82014100,0,44,0,0,0,0,0,0,44,0.0
santa fe,caseros,los quirquinchos,82014110,0,0,0,0,3,0,0,828,831,0.0
santa fe,caseros,san josé de la esquina,82014120,68,1976,0,0,0,0,0,2,2046,4.23410650459726
santa fe,caseros,sanford,82014130,12,0,0,499,0,0,0,0,511,2.5649493574615367
santa fe,caseros,villada,82014140,69,1,0,0,0,0,0,4,74,4.248495242049359
santa fe,castellanos,aldao (est. casablanca),82021010,21,0,0,620,0,0,0,53,694,3.091042453358316
santa fe,castellanos,angélica,82021020,251,0,0,356,0,0,0,6,613,5.529429087511423
santa fe,castellanos,ataliva,82021030,9,10,0,413,0,0,0,202,634,2.302585092994046
santa fe,castellanos,aurelia,82021040,0,0,0,0,0,0,0,4,4,0.0
santa fe,castellanos,bauer y sigel,82021060,0,0,0,0,0,0,0,0,0,0.0
santa fe,castellanos,bella italia,82021070,21,316,0,2,0,0,0,4,343,3.091042453358316
santa fe,castellanos,castellanos,82021080,0,1,0,0,0,0,0,5,6,0.0
santa fe,castellanos,colonia bicha,82021090,72,0,0,72,0,0,0,47,191,4.290459441148391
santa fe,castellanos,colonia cello,82021100,0,0,0,0,0,0,0,29,29,0.0
santa fe,castellanos,colonia margarita,82021110,0,13,0,0,0,0,0,2,15,0.0
santa fe,castellanos,colonia raquel,82021120,31,0,0,31,0,0,0,60,122,3.4657359027997265
santa fe,castellanos,coronel fraga,82021130,0,0,0,0,0,0,0,49,49,0.0
santa fe,castellanos,esmeralda,82021150,0,82,0,0,0,0,0,0,82,0.0
santa fe,castellanos,estación clucellas,82021160,0,179,0,0,0,0,0,4,183,0.0
santa fe,castellanos,estación saguier,82021170,0,11,0,0,0,0,0,3,14,0.0
santa fe,castellanos,eusebia y carolina,82021180,27,0,0,190,0,0,0,41,258,3.332204510175204
santa fe,castellanos,eustolia,82021190,0,0,0,0,0,0,0,4,4,0.0
santa fe,castellanos,humberto primo,82021220,174,50,0,49,0,0,0,268,541,5.1647859739235145
santa fe,castellanos,josefina,82021230,16,77,0,0,0,0,0,1,94,2.833213344056216
santa fe,castellanos,lehmann,82021240,163,342,0,152,0,0,0,0,657,5.099866427824199
santa fe,castellanos,maría juana,82021250,561,0,0,987,0,0,0,145,1693,6.331501849893691
santa fe,castellanos,plaza clucellas,82021270,35,283,0,0,0,0,0,0,318,3.58351893845611
santa fe,castellanos,plaza saguier,82021280,0,51,0,0,0,0,0,0,51,0.0
santa fe,castellanos,presidente roca,82021290,0,137,0,1,0,0,0,5,143,0.0
santa fe,castellanos,pueblo marini,82021300,0,0,0,0,0,0,0,11,11,0.0
santa fe,castellanos,rafaela,82021310,2032,23017,0,4241,6,2,0,1497,30795,7.617267813628347
santa fe,castellanos,ramona,82021320,1,0,0,0,0,0,0,327,328,0.6931471805599453
santa fe,castellanos,san antonio,82021330,0,10,0,0,0,0,0,59,69,0.0
santa fe,castellanos,san vicente,82021340,770,1431,0,0,0,0,0,42,2243,6.647688373563329
santa fe,castellanos,santa clara de saguier,82021350,12,107,0,0,0,0,0,218,337,2.5649493574615367
santa fe,castellanos,sunchales,82021360,739,21,1,6676,0,0,0,102,7539,6.606650186198215
santa fe,castellanos,susana,82021370,0,0,0,374,0,0,0,78,452,0.0
santa fe,castellanos,tacural,82021380,437,0,0,494,0,0,0,124,1055,6.082218910376446
santa fe,castellanos,vila,82021390,419,0,0,0,0,0,0,0,419,6.040254711277414
santa fe,castellanos,villa san josé,82021410,0,53,0,0,0,0,0,31,84,0.0
santa fe,castellanos,virginia,82021420,0,0,0,0,0,0,0,7,7,0.0
santa fe,castellanos,zenón pereyra,82021430,0,53,0,0,0,0,0,0,53,0.0
santa fe,castellanos,frontera,82021200,0,0,0,62,0,0,0,0,62,0.0
santa fe,constitución,alcorta,82028010,191,1338,0,477,0,0,0,530,2536,5.2574953720277815
santa fe,constitución,bombal,82028040,245,132,0,626,0,0,0,8,1011,5.5053315359323625
santa fe,constitución,empalme villa constitución,82028070,304,0,0,0,0,0,0,0,304,5.720311776607412
santa fe,constitución,godoy,82028100,0,0,0,0,0,0,0,152,152,0.0
santa fe,constitución,juan b. molina,82028110,350,0,0,243,4,0,0,1,598,5.860786223465865
santa fe,constitución,juncal,82028120,256,0,0,1,0,0,0,37,294,5.54907608489522
santa fe,constitución,la vanguardia,82028130,0,0,0,114,0,0,0,0,114,0.0
santa fe,constitución,máximo paz (est. paz),82028140,109,52,0,1,0,0,0,137,299,4.700480365792417
santa fe,constitución,pavón,82028150,59,0,0,0,0,0,0,0,59,4.0943445622221
santa fe,constitución,pavón arriba,82028160,0,75,0,471,0,0,0,29,575,0.0
santa fe,constitución,rueda,82028180,0,0,0,0,0,0,0,72,72,0.0
santa fe,constitución,santa teresa,82028190,10,56,0,575,0,0,0,90,731,2.3978952727983707
santa fe,constitución,sargento cabral,82028200,0,0,0,363,0,0,0,102,465,0.0
santa fe,constitución,villa constitución,82028230,1285,2185,0,4859,0,0,0,444,8773,7.1592919047975645
santa fe,constitución,peyrano,82028170,0,793,0,0,0,0,0,0,793,0.0
santa fe,constitución,cepeda,82028060,0,0,0,0,0,0,0,4,4,0.0
santa fe,constitución,general gelly,82028090,189,0,0,0,0,0,0,4,193,5.247024072160486
santa fe,constitución,stephenson,82028210,0,0,0,8,0,0,0,0,8,0.0
santa fe,garay,cayastá,82035010,0,0,0,0,0,0,0,449,449,0.0
santa fe,garay,helvecia,82035020,0,440,0,0,0,0,0,230,670,0.0
santa fe,garay,saladero mariano cabal,82035040,0,0,0,0,0,0,0,64,64,0.0
